File;UUID;English;Russian
Ln\AMER_Items.lsx;WPN_AMER_Cyclops_Staff_A_Scythe_F;Ascendant Harvester;
Ln\AMER_Items.lsx;WPN_AMER_Cyclops_Staff_A_Scythe_G;Ascendant Harvester;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_Scythe_E;Ascendant Tenebrium Reaper;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_Scythe_F;Ascendant Tenebrium Reaper;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_Scythe_G;Ascendant Tenebrium Reaper;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_Scythe_H;Ascendant Tenebrium Reaper;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_Scythe_I;Ascendant Tenebrium Reaper;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_2H_Hammer_F;Ascendant Tenebrium Voidcrusher;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_2H_Hammer_G;Ascendant Tenebrium Voidcrusher;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_2H_Hammer_H;Ascendant Tenebrium Voidcrusher;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_2H_Hammer_I;Ascendant Tenebrium Voidcrusher;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_2H_Hammer_J;Ascendant Tenebrium Voidcrusher;
Ln\AMER_Items.lsx;WPN_AMER_Flammenschwert_E;Ascendant Crusader;
Ln\AMER_Items.lsx;WPN_AMER_Flammenschwert_F;Ascendant Crusader;
Ln\AMER_Items.lsx;WPN_AMER_Flammenschwert_G;Ascendant Crusader;
Ln\AMER_Items.lsx;WPN_AMER_Flammenschwert_H;Ascendant Crusader;
Ln\AMER_Items.lsx;WPN_AMER_Flammenschwert_I;Ascendant Crusader;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_2H_Sword_H;Ascendant Tenebrium Slayer;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_2H_Sword_I;Ascendant Tenebrium Slayer;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_2H_Sword_J;Ascendant Tenebrium Slayer;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_2H_Sword_K;Ascendant Tenebrium Slayer;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_2H_Sword_L;Ascendant Tenebrium Slayer;
Ln\AMER_Items.lsx;WPN_AMER_Trident_F;Ascendant Corseque;
Ln\AMER_Items.lsx;WPN_AMER_Trident_G;Ascendant Corseque;
Ln\AMER_Items.lsx;WPN_AMER_Trident_H;Ascendant Corseque;
Ln\AMER_Items.lsx;WPN_AMER_Trident_I;Ascendant Corseque;
Ln\AMER_Items.lsx;WPN_AMER_Trident_J;Ascendant Corseque;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_2H_Spear_H;Ascendant Tenebrium Tine;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_2H_Spear_I;Ascendant Tenebrium Tine;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_2H_Spear_J;Ascendant Tenebrium Tine;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_2H_Spear_K;Ascendant Tenebrium Tine;
Ln\AMER_Items.lsx;WPN_AMER_Blackrock_2H_Spear_L;Ascendant Tenebrium Tine;
Ln\AMER_Items.lsx;WPN_AMER_Arbalest_K;Ascendant Cast;
Ln\AMER_Items.lsx;WPN_AMER_Arbalest_L;Ascendant Cast;
Ln\AMER_Items.lsx;WPN_AMER_Arbalest_M;Ascendant Cast;
Ln\AMER_Items.lsx;WPN_AMER_Arbalest_N;Ascendant Cast;
Ln\AMER_Items.lsx;WPN_AMER_Arbalest_O;Ascendant Cast;
Ln\AMER_Items.lsx;WPN_DIY_Staff_A;Adventurer's Spire of Storms;
Ln\AMER_Items.lsx;WPN_DIY_Staff_B;Adventurer's Spire of the Simoon;
Ln\AMER_Items.lsx;WPN_DIY_Staff_C;Adventurer's Spire of Meteors;
Ln\AMER_Items.lsx;WPN_DIY_Staff_D;Adventurer's Spire of Conflux;
Ln\AMER_Items.lsx;WPN_DIY_Bow_A;Adventurer's Precise Recurve;
Ln\AMER_Items.lsx;WPN_DIY_Bow_B;Adventurer's Uncanny Recurve;
Ln\AMER_Items.lsx;WPN_DIY_Bow_C;Adventurer's Unerring Recurve;
Ln\AMER_Items.lsx;WPN_DIY_Bow_D;Adventurer's Heartseeking Recurve;
Ln\AMER_Items.lsx;WPN_DIY_Sword_A;Adventurer's Worthy Kopesh;
Ln\AMER_Items.lsx;WPN_DIY_Sword_B;Adventurer's Shining Kopesh;
Ln\AMER_Items.lsx;WPN_DIY_Sword_C;Adventurer's Inspiring Kopesh;
Ln\AMER_Items.lsx;WPN_DIY_Sword_D;Adventurer's Resplendent Kopesh;
Ln\AMER_Items.lsx;WPN_DIY_Axe_A;Adventurer's Battleaxe of Ire;
Ln\AMER_Items.lsx;WPN_DIY_Axe_B;Adventurer's Battleaxe of Wrath;
Ln\AMER_Items.lsx;WPN_DIY_Axe_C;Adventurer's Battleaxe of Carnage;
Ln\AMER_Items.lsx;WPN_DIY_Axe_D;Adventurer's Battleaxe of Slaughter;
Ln\AMER_Items.lsx;WPN_AMER_Goblins_Staff_A_BlueGlowStaff_C_Earth;Ascendant Earth Conflux;
Ln\AMER_Items.lsx;WPN_AMER_Goblins_Staff_A_BlueGlowStaff_D_Earth;Ascendant Earth Conflux;
Ln\AMER_Items.lsx;WPN_AMER_Goblins_Staff_A_BlueGlowStaff_E_Earth;Ascendant Earth Conflux;
Ln\AMER_Items.lsx;WPN_AMER_Goblins_Staff_A_BlueGlowStaff_F_Earth;Ascendant Earth Conflux;
Ln\AMER_Items.lsx;WPN_AMER_Goblins_Staff_A_BlueGlowStaff_G_Earth;Ascendant Earth Conflux;
Ln\AMER_Items.lsx;POTION_ENEMY_Minor_Healing_Potion;Minor Salve of Restoration;Малое зелье лечения
Ln\AMER_Items.lsx;POTION_ENEMY_Medium_Healing_Potion;Moderate Salve of Restoration;Среднее зелье лечения
Ln\AMER_Items.lsx;POTION_ENEMY_Large_Healing_Potion;Greater Salve of Restoration;Большое зелье лечения
Ln\AMER_Items.lsx;POTION_ENEMY_Huge_Healing_Potion;Exceptional Salve of Restoration;Великое зелье лечения
Ln\AMER_Items.lsx;WPN_UNIQUE_Impaler_2;The Impaler;Пронзатель
Ln\AMER_Items.lsx;WPN_UNIQUE_Impaler_3;The Impaler;Пронзатель
Ln\AMER_Items.lsx;WPN_CYS_UNI_Cathedral_Guardian_Sword_2;Stone Sword;Каменный меч
Ln\AMER_Items.lsx;WPN_CYS_UNI_Cathedral_Guardian_Sword_3;Stone Sword;Каменный меч
Ln\AMER_Items.lsx;WPN_UNIQUE_ClobberingTime_2;Clobbering Time;Разящее время
Ln\AMER_Items.lsx;WPN_UNIQUE_ClobberingTime_3;Clobbering Time;Разящее время
Ln\AMER_Items.lsx;WPN_UNIQUE_SeaSpiderClaw_2;Sea Spider's Claw;Клешня морского паука
Ln\AMER_Items.lsx;WPN_UNIQUE_SeaSpiderClaw_3;Sea Spider's Claw;Клешня морского паука
Ln\AMER_Items.lsx;WPN_UNIQUE_Hanneman_2;Hanneman's Axe;Топор Ханнемана
Ln\AMER_Items.lsx;WPN_UNIQUE_Hanneman_3;Hanneman's Axe;Топор Ханнемана
Ln\AMER_Items.lsx;WPN_UNIQUE_HacksawDecapitator_2;Hacksaw Decapitator;
Ln\AMER_Items.lsx;WPN_UNIQUE_HacksawDecapitator_3;Hacksaw Decapitator;
Ln\AMER_Items.lsx;WPN_UNIQUE_Gungir_Morningstar_2;Gungir's Morning Star;Моргенштерн Гунгира
Ln\AMER_Items.lsx;WPN_UNIQUE_Gungir_Morningstar_3;Gungir's Morning Star;Моргенштерн Гунгира
Ln\AMER_Items.lsx;WPN_UNIQUE_2H_Axe_Braccus_A_2;Braccus' Two-Handed Axe;Двуручный топор Бракка
Ln\AMER_Items.lsx;WPN_UNIQUE_2H_Axe_Braccus_A_3;Braccus' Two-Handed Axe;Двуручный топор Бракка
Ln\AMER_Items.lsx;WPN_UNIQUE_Pergamon_2;Staff of Pergamon;Посох Пергама
Ln\AMER_Items.lsx;WPN_UNIQUE_Pergamon_3;Staff of Pergamon;Посох Пергама
Ln\AMER_Items.lsx;WPN_UNIQUE_Coffinfeeder_2;Coffinfeeder;
Ln\AMER_Items.lsx;WPN_UNIQUE_Coffinfeeder_3;Coffinfeeder;
Ln\AMER_Items.lsx;WPN_UNIQUE_Leandra_Staff_A_2;Leandra's Staff;Посох Леандры
Ln\AMER_Items.lsx;WPN_UNIQUE_Leandra_Staff_A_3;Leandra's Staff;Посох Леандры
Ln\AMER_Items.lsx;WPN_UNIQUE_Snakebite_2;Snakebite;
Ln\AMER_Items.lsx;WPN_UNIQUE_Snakebite_3;Snakebite;
Ln\AMER_Items.lsx;AMER_LOOT_UNI_Shard_A;Minor Artifact Shard;Малый осколок артефакта
Ln\AMER_Items.lsx;AMER_LOOT_UNI_Shard_B;Artifact Shard;Простой осколок артефакта
Ln\AMER_Items.lsx;AMER_LOOT_UNI_Shard_C;Exceptional Artifact Shard;Необычный осколок артефакта
Ln\AMER_Items.lsx;AMER_LOOT_UNI_Shard_D;Wonderous Artifact Shard;Чудесный осколок артефакта
Ln\AMER_Items.lsx;AMER_LOOT_UNI_Shard_E;Ascendant Artifact Shard;
Ln\AMER_Items.lsx;AMER_TOOL_Dye_Abyss;Abyss;Краска для ткани цвета бездны
Ln\AMER_Items.lsx;AMER_TOOL_Dye_Clay;Clay;Краска для ткани цвета глины
Ln\AMER_Items.lsx;AMER_TOOL_Dye_Coral;Coral;Коралловая краска для ткани
Ln\AMER_Items.lsx;AMER_TOOL_Dye_Earth;Earth;Земляная краска для ткани
Ln\AMER_Items.lsx;AMER_TOOL_Dye_Fog;Fog;Туманная краска для ткани
Ln\AMER_Items.lsx;AMER_TOOL_Dye_Lichen;Lichen;Лишайниковая краска для ткани
Ln\AMER_Items.lsx;AMER_TOOL_Dye_Midnight;Midnight;Полуночная краска для ткани
Ln\AMER_Items.lsx;AMER_TOOL_Dye_Nemesis;Nemesis;Краска для ткани цвета возмездия
Ln\AMER_Items.lsx;AMER_TOOL_Dye_Saffron;Saffron;Шафрановая краска для ткани
Ln\AMER_Items.lsx;AMER_TOOL_Dye_Seafoam;Seafoam;Краска для ткани цвета морской пены
Ln\AMER_Items.lsx;AMER_TOOL_Dye_Smoke;Smoke;Дымная краска для ткани
Ln\AMER_Items.lsx;AMER_TOOL_Dye_Stealth;Stealth;Невидимая краска для ткани
Ln\AMER_Items.lsx;AMER_TOOL_Dye_Verdure;Verdure;Краска для ткани цвета зелени
Ln\AMER_Items.lsx;AMER_TOOL_Dye_Void;Void;Краска для ткани цвета пустоты
Ln\AMER_Items.lsx;AMER_TOOL_PhilosopherStone;Artificer's Stone;Камень артефактора
Ln\AMER_Markers.lsx;AMER_WST_AbyssalTower;Tower of Abyssal Studies;
Ln\AMER_Markers.lsx;AMER_WST_AstralTower;Tower of Astral Studies;
Ln\AMER_Markers.lsx;AMER_WST_EternalHall;Hall of the Eternal;
Ln\AMER_Markers.lsx;AMER_WST_LegionTerrace;Legion's Terrace;
Ln\AMER_Markers.lsx;AMER_WST_MelchTower;Melchior's Tower;
Ln\AMER_Markers.lsx;AMER_WST_PrimordialTower;Tower of Primordial Studies;
Ln\AMER_Markers.lsx;AMER_WST_ShadowTower;Tower of Shadow Studies;
Ln\AMER_Markers.lsx;AMER_WST_SinkingWarehouse;Sinking Warehouse;
Ln\AMER_Markers.lsx;AMER_WAYP_WST_NearMelch;Epic Encounters - Central Aqueducts;
Ln\AMER_Markers.lsx;AMER_WAYP_WST_PrimordialTower;Epic Encounters - Northern Tower;
Ln\AMER_Markers.lsx;AMER_WAYP_WST_Shoreline;Epic Encounters - Shoreline Aqueducts;
Ln\AMER_Markers.lsx;AMER_WAYP_WST_Terrace;Epic Encounters - Legion's Terrace;
Ln\AMER_Markers.lsx;AMER_LED_OssurotTomb;Grisly Threshold;
Ln\AMER_Markers.lsx;AMER_ASC_Ascension;The Ascension;
Ln\AMER_Markers.lsx;AMER_ASC_ShadowLock;Shadow Apex;
Ln\AMER_Markers.lsx;AMER_ASC_AbyssalLock;Abyssal Apex;
Ln\AMER_Markers.lsx;AMER_ASC_PrimordialLock;Primordial Apex;
Ln\AMER_Markers.lsx;AMER_ASC_AstralLock;Astral Apex;
Ln\AMER_Markers.lsx;AMER_ASC_TowerHub;Transmogrified Court;
Ln\AMER_Markers.lsx;AMER_LED_OssurotLair;Lair of the Forgotten;
Ln\AMER_Markers.lsx;AMER_WAYP_SUB_Entrance;Epic Encounters - Subterranean Passage;
Ln\AMER_Markers.lsx;AMER_WAYP_LED_Entrance;Epic Encounters - Snowbound Ledge;
Ln\AMER_Markers.lsx;AMER_WAYP_SAC_Endgame;Sourcehunter Academy;
Ln\AMER_Markers.lsx;AMER_WAYP_ASC_Endgame;Epic Encounters - The Ascension Engine;
Ln\AMER_PATCH.lsx;AMER_PATCH;"Thank you for playing Epic Encounters!<br><br>It seems that you are missing the most recent Steam Supplement download; but don't worry! It's super easy to get! Check the installation instructions for the download link and how to get it in the right place.<br><br>Having the latest Steam Supplement ensures that you're seeing all of the correct text and Talent requirements, of which there is a lot; don't miss out on all of these delicious changes!<br><br>We wish it wasn't necessary to have an additional download for these things, but unfortunately technical limitations prevent these particular modifications from being part of the main Steam download, sorry!";
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit0;chance to resist: 0% (Grit).;шанс защититься: 0% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit1;chance to resist: 1% (Grit).;шанс защититься: 1% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit2;chance to resist: 2% (Grit).;шанс защититься: 2% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit3;chance to resist: 3% (Grit).;шанс защититься: 3% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit4;chance to resist: 4% (Grit).;шанс защититься: 4% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit5;chance to resist: 5% (Grit).;шанс защититься: 5% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit6;chance to resist: 6% (Grit).;шанс защититься: 6% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit7;chance to resist: 7% (Grit).;шанс защититься: 7% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit8;chance to resist: 8% (Grit).;шанс защититься: 8% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit9;chance to resist: 9% (Grit).;шанс защититься: 9% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit10;chance to resist: 10% (Grit).;шанс защититься: 10% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit11;chance to resist: 11% (Grit).;шанс защититься: 11% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit12;chance to resist: 12% (Grit).;шанс защититься: 12% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit13;chance to resist: 13% (Grit).;шанс защититься: 13% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit14;chance to resist: 14% (Grit).;шанс защититься: 14% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit15;chance to resist: 15% (Grit).;шанс защититься: 15% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit16;chance to resist: 16% (Grit).;шанс защититься: 16% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit17;chance to resist: 17% (Grit).;шанс защититься: 17% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit18;chance to resist: 18% (Grit).;шанс защититься: 18% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit19;chance to resist: 19% (Grit).;шанс защититься: 19% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit20;chance to resist: 20% (Grit).;шанс защититься: 20% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit21;chance to resist: 21% (Grit).;шанс защититься: 21% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit22;chance to resist: 22% (Grit).;шанс защититься: 22% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit23;chance to resist: 23% (Grit).;шанс защититься: 23% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit24;chance to resist: 24% (Grit).;шанс защититься: 24% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit25;chance to resist: 25% (Grit).;шанс защититься: 25% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit26;chance to resist: 26% (Grit).;шанс защититься: 26% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit27;chance to resist: 27% (Grit).;шанс защититься: 27% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit28;chance to resist: 28% (Grit).;шанс защититься: 28% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit29;chance to resist: 29% (Grit).;шанс защититься: 29% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit30;chance to resist: 30% (Grit).;шанс защититься: 30% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit31;chance to resist: 31% (Grit).;шанс защититься: 31% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit32;chance to resist: 32% (Grit).;шанс защититься: 32% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit33;chance to resist: 33% (Grit).;шанс защититься: 33% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit34;chance to resist: 34% (Grit).;шанс защититься: 34% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit35;chance to resist: 35% (Grit).;шанс защититься: 35% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit36;chance to resist: 36% (Grit).;шанс защититься: 36% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit37;chance to resist: 37% (Grit).;шанс защититься: 37% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit38;chance to resist: 38% (Grit).;шанс защититься: 38% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit39;chance to resist: 39% (Grit).;шанс защититься: 39% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit40;chance to resist: 40% (Grit).;шанс защититься: 40% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit41;chance to resist: 41% (Grit).;шанс защититься: 41% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit42;chance to resist: 42% (Grit).;шанс защититься: 42% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit43;chance to resist: 43% (Grit).;шанс защититься: 43% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit44;chance to resist: 44% (Grit).;шанс защититься: 44% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit45;chance to resist: 45% (Grit).;шанс защититься: 45% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit46;chance to resist: 46% (Grit).;шанс защититься: 46% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit47;chance to resist: 47% (Grit).;шанс защититься: 47% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit48;chance to resist: 48% (Grit).;шанс защититься: 48% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit49;chance to resist: 49% (Grit).;шанс защититься: 49% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit50;chance to resist: 50% (Grit).;шанс защититься: 50% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit51;chance to resist: 51% (Grit).;шанс защититься: 51% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit52;chance to resist: 52% (Grit).;шанс защититься: 52% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit53;chance to resist: 53% (Grit).;шанс защититься: 53% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit54;chance to resist: 54% (Grit).;шанс защититься: 54% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit55;chance to resist: 55% (Grit).;шанс защититься: 55% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit56;chance to resist: 56% (Grit).;шанс защититься: 56% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit57;chance to resist: 57% (Grit).;шанс защититься: 57% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit58;chance to resist: 58% (Grit).;шанс защититься: 58% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit59;chance to resist: 59% (Grit).;шанс защититься: 59% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit60;chance to resist: 60% (Grit).;шанс защититься: 60% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit61;chance to resist: 61% (Grit).;шанс защититься: 61% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit62;chance to resist: 62% (Grit).;шанс защититься: 62% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit63;chance to resist: 63% (Grit).;шанс защититься: 63% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit64;chance to resist: 64% (Grit).;шанс защититься: 64% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit65;chance to resist: 65% (Grit).;шанс защититься: 65% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit66;chance to resist: 66% (Grit).;шанс защититься: 66% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit67;chance to resist: 67% (Grit).;шанс защититься: 67% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit68;chance to resist: 68% (Grit).;шанс защититься: 68% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit69;chance to resist: 69% (Grit).;шанс защититься: 69% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit70;chance to resist: 70% (Grit).;шанс защититься: 70% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit71;chance to resist: 71% (Grit).;шанс защититься: 71% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit72;chance to resist: 72% (Grit).;шанс защититься: 72% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit73;chance to resist: 73% (Grit).;шанс защититься: 73% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit74;chance to resist: 74% (Grit).;шанс защититься: 74% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit75;chance to resist: 75% (Grit).;шанс защититься: 75% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit76;chance to resist: 76% (Grit).;шанс защититься: 76% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit77;chance to resist: 77% (Grit).;шанс защититься: 77% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit78;chance to resist: 78% (Grit).;шанс защититься: 78% («Крепость тела»)
Ln\AMER_SaveValues.lsx;AMER_STATUS_SaveInfoGrit79;chance to resist: 79% (Grit).;шанс защититься: 79% («Крепость тела»)
